country_id,country,continent,year,lifeexp,population,gdpPercap,trans_deaths,resp_deaths,ext_deaths,total_perthou,death_cat
60,Sao Tome and Principe,Africa,2007,65.528,199579,1598,,,,,
61,Saudi Arabia,Asia,1982,63.012001,11254672,33693,,,,,
61,Saudi Arabia,Asia,1987,66.294998,14619745,21198,,,,,
61,Saudi Arabia,Asia,1992,68.767998,16945857,24842,,,,,
61,Saudi Arabia,Asia,1997,70.532997,21229759,20587,,,,,
61,Saudi Arabia,Asia,2002,71.625999,24501530,19015,,,,,
61,Saudi Arabia,Asia,2007,72.777,27601038,21655,,,,,
62,Serbia,Europe,1982,70.162003,9032824,15181,,,,,
62,Serbia,Europe,1987,71.218002,9230783,15871,,,,,
62,Serbia,Europe,1992,71.658997,9826397,9325,,,,,
62,Serbia,Europe,1997,72.232002,10336594,7914,,,,,
62,Serbia,Europe,2002,73.212997,10111559,7236,621,3529,3931,859.2999878,high
62,Serbia,Europe,2007,74.001999,10150265,9787,955,4026,3869,768.7000122,high
63,Singapore,Asia,1982,71.760002,2651869,15169,349,2257,966,841.5,high
63,Singapore,Asia,1987,73.559998,2794552,18862,241,1942,931,747.2999878,high
63,Singapore,Asia,1992,75.788002,3235865,24770,202,2342,871,590.2999878,middle
63,Singapore,Asia,1997,77.157997,3802309,33519,220,2261,848,533.0999756,low
63,Singapore,Asia,2002,78.769997,4197776,36023,162,2663,827,465.2999878,low
63,Singapore,Asia,2007,79.972,4553009,47143,183,2833,815,414.3999939,low
64,Slovenia,Europe,1982,71.063004,1861252,17867,,,,,
64,Slovenia,Europe,1987,72.25,1945870,18679,498,842,2126,805,high
64,Slovenia,Europe,1992,73.639999,1999210,14215,494,1216,1824,739.5999756,high
64,Slovenia,Europe,1997,75.129997,2011612,17161,379,1602,1760,665.7000122,middle
64,Slovenia,Europe,2002,76.660004,2011497,20660,297,1406,1489,592.9000244,middle
64,Slovenia,Europe,2007,77.926003,2009245,25768,319,1061,1597,510.8999939,low
65,South Africa,Africa,1982,58.160999,31140029,8568,,,,,
65,South Africa,Africa,1987,60.834,35933379,7826,,,,,
65,South Africa,Africa,1992,61.888,39964159,7225,,,,,
65,South Africa,Africa,1997,60.236,42835005,7479,1726,27634,53872,,
65,South Africa,Africa,2002,53.365002,44433622,7711,3647,62735,51115,1535.5,high
65,South Africa,Africa,2007,49.339001,43997828,9270,6146,82885,54125,1591.800049,high
66,Spain,Europe,1982,76.300003,37983310,13926,5041,24809,14681,595.6,middle
66,Spain,Europe,1987,76.900002,38880702,15765,6951,26610,17411,567.5999756,middle
66,Spain,Europe,1992,77.57,39549438,18603,6921,29798,17227,540.0999756,low
66,Spain,Europe,1997,78.769997,39855442,20445,6085,34991,16493,498.5,low
66,Spain,Europe,2002,79.779999,40152517,24835,5920,41427,15931,453.2999878,low
66,Spain,Europe,2007,80.941002,40448191,28821,4203,44029,15917,406.6000061,low
67,Sri Lanka,Asia,1982,68.757004,15410151,1648,1070,6367,11855,909.8,high
67,Sri Lanka,Asia,1987,69.011002,16495304,1877,,,,,
67,Sri Lanka,Asia,1992,70.378998,17587060,2154,,,,,
67,Sri Lanka,Asia,1997,70.457001,18698655,2664,1771,7231,15934,761.7000122,high
67,Sri Lanka,Asia,2002,70.815002,19576783,3015,2108,8206,13391,686.7000122,middle
67,Sri Lanka,Asia,2007,72.396004,20378239,3970,,,,,
68,Sweden,Europe,1982,76.419998,8325260,20667,,,,,
68,Sweden,Europe,1987,77.190002,8421403,23587,913,6765,5054,567.5999756,middle
68,Sweden,Europe,1992,78.160004,8718867,23880,822,7186,4582,522.7000122,low
68,Sweden,Europe,1997,79.389999,8897619,25267,599,6988,4375,475.3999939,low
68,Sweden,Europe,2002,80.040001,8954175,29342,569,6578,4725,451.7999878,low
68,Sweden,Europe,2007,80.884003,9031088,33860,499,5696,4835,408.2999878,low
69,Switzerland,Europe,1982,76.209999,6468126,28398,,,,,
69,Switzerland,Europe,1987,77.410004,6649942,30282,,,,,
69,Switzerland,Europe,1992,78.029999,6995447,31872,,,,,
69,Switzerland,Europe,1997,79.370003,7193761,32135,629,4477,3583,469.1000061,low
69,Switzerland,Europe,2002,80.620003,7361757,34481,500,4062,3653,416.1000061,low
69,Switzerland,Europe,2007,81.700996,7554661,37506,415,3733,3782,371.3999939,low
70,Thailand,Asia,1982,64.597,48827160,2393,6605,10536,30147,670.3,middle
70,Thailand,Asia,1987,66.084,52910342,2983,4636,7224,22410,552.5999756,low
70,Thailand,Asia,1992,67.297997,56667095,4617,11532,8373,36543,665,middle
70,Thailand,Asia,1997,67.521004,60216677,5853,12962,19807,34949,582.9000244,middle
70,Thailand,Asia,2002,68.564003,62806748,5913,13438,25251,42803,662.9000244,middle
70,Thailand,Asia,2007,70.615997,65068149,7458,10053,25414,42884,644.4000244,middle
71,Trinidad and Tobago,Americas,1982,68.832001,1116479,9120,237,600,732,1091.3,high
71,Trinidad and Tobago,Americas,1987,69.582001,1191336,7389,177,596,695,986.4000244,high
71,Trinidad and Tobago,Americas,1992,69.862,1183669,7371,130,560,653,870.2000122,high
71,Trinidad and Tobago,Americas,1997,69.464996,1138101,8793,130,492,570,898.7999878,high
71,Trinidad and Tobago,Americas,2002,68.975998,1101832,11461,179,466,714,846.5999756,high
71,Trinidad and Tobago,Americas,2007,69.819,1056608,18009,224,467,1111,750.9000244,high
72,Tunisia,Africa,1982,64.047997,6734098,3560,,,,,
72,Tunisia,Africa,1987,66.893997,7724976,3810,,,,,
72,Tunisia,Africa,1992,70.000999,8523077,4333,,,,,
72,Tunisia,Africa,1997,71.973,9231669,4877,,,,,
72,Tunisia,Africa,2002,73.042,9770575,5723,,,,,
72,Tunisia,Africa,2007,73.922997,10276158,7093,,,,,
73,Turkey,Europe,1982,61.035999,47328791,4241,,,,,
73,Turkey,Europe,1987,63.108002,52881328,5089,,,,,
73,Turkey,Europe,1992,66.146004,58179144,5678,,,,,
73,Turkey,Europe,1997,68.834999,63047647,6601,,,,,
73,Turkey,Europe,2002,70.845001,67308928,6508,,,,,
73,Turkey,Europe,2007,71.777,71158647,8458,,,,,
74,United Kingdom,Europe,1982,74.040001,56339704,18232,6641,98003,23502,725.7,high
74,United Kingdom,Europe,1987,75.007004,56981620,21665,5959,66191,21298,658.2999878,middle
74,United Kingdom,Europe,1992,76.419998,57866349,22705,4989,69841,19812,601.7999878,middle
74,United Kingdom,Europe,1997,77.218002,58808266,26075,3899,103097,19286,563.2999878,middle
74,United Kingdom,Europe,2002,78.471001,59912431,29479,3652,78901,19823,518.4000244,low
74,United Kingdom,Europe,2007,79.425003,60776238,33203,3391,78388,20728,456.2999878,low
75,Uruguay,Americas,1982,70.805,2953997,6920,375,1576,1929,784.7,high
75,Uruguay,Americas,1987,71.917999,3045153,7452,321,2019,1832,801.4000244,high
75,Uruguay,Americas,1992,72.751999,3149262,8137,,,,,
75,Uruguay,Americas,1997,74.223,3262838,9230,536,2497,2156,664.4000244,middle
75,Uruguay,Americas,2002,75.306999,3363085,7727,326,2663,2009,628.9000244,middle
75,Uruguay,Americas,2007,76.384003,3447496,10611,431,3495,2102,620.9000244,middle
76,Zimbabwe,Africa,1982,60.362999,7636524,789,,,,,
76,Zimbabwe,Africa,1987,62.351002,9216418,706,,,,,
76,Zimbabwe,Africa,1992,60.376999,10704340,693,,,,,
76,Zimbabwe,Africa,1997,46.808998,11404948,792,,,,,
76,Zimbabwe,Africa,2002,39.988998,11926563,672,,,,,
76,Zimbabwe,Africa,2007,43.487,12311143,470,,,,,
